год;месяц;t;вар 1;вар 2;вар 3;вар 4;вар 5;вар 6;вар 7;вар 8;вар 9;вар 10;вар 11;вар 12;вар 13;вар 14;вар 15;вар 16;вар 17;вар 18;вар 19;вар 20;вар 21;вар 22;вар 23;вар 24;вар 25;вар 26;вар 27;вар 28;вар 29;вар 30;вар 31;вар 32;вар 33;вар 34;вар 35;вар 36;вар 37;вар 38;вар 39;вар 40;вар 41;вар 42;вар 43;вар 44;вар 45;вар 46;вар 47;вар 48
2008;12;24;82.28511914;75.5507437;54.02587762;25.09956176;17.7742995;9.387846969;31.33225253;32.08853619;34.49159867;171.6139775;180.1389854;193.2782227;79.07755558;73.50347611;61.31703584;10.03023301;24.02965995;18.69864905;20.7356669;43.18170968;37.35535364;444.6594608;168.5685537;191.9321832;70.12452029;69.57861866;58.08486779;15.17307514;13.59060025;21.31115433;26.18965192;33.26506514;40.73884081;157.2439571;155.1494449;165.6923976;71.06920925;74.61681561;49.19653449;15.45085657;29.66326423;24.63263509;21.75432742;33.25176483;30.90423113;174.0373975;186.8837126;184.2726143
2009;1;25;87.73139404;82.41073853;68.59981124;38.37504019;29.21716341;22.49063238;20.50724423;36.19423422;37.73834221;173.8200754;217.0989592;203.7379638;88.44006803;83.41804675;67.34351177;23.57251514;18.59176042;25.12573934;33.89504958;44.00309403;35.44858483;432.8627522;225.0545738;217.4872548;90.56376383;87.963298;59.57657943;23.13845217;25.80693984;30.85539972;28.56838822;42.87893032;37.09412013;164.7813121;222.4248035;215.4676209;80.00445218;89.37091841;67.52709114;20.06742048;24.94992599;21.85054601;24.15283215;42.36415288;42.64545677;183.2166823;243.6400481;215.2058544
2009;2;26;93.7024921;88.07035348;69.00529686;20.8893638;34.05391502;22.88729656;32.34932756;32.22792608;44.29910047;175.4492623;200.3278056;232.0694562;87.73319853;90.33669306;81.92240007;13.60452236;33.22436552;30.30066226;38.52723769;48.39523683;29.44395837;445.5990191;174.9141858;222.420027;91.61403464;86.38907454;76.66093951;14.02354911;34.25528721;22.49248382;30.32063841;43.49637709;39.67789224;193.857101;190.3873927;233.7894659;89.44427897;93.82863743;65.7135008;21.37546756;21.29281339;18.15039115;34.84257741;45.48303843;49.91929339;171.469469;179.4309314;219.8367373
2009;3;27;86.41085032;102.5627329;71.65026224;24.01318981;20.96320506;25.583695;28.76731263;42.49671728;53.78143558;171.0335138;121.1454085;170.5428613;94.75425906;92.07321014;78.18236504;23.90534405;26.15169505;26.37736628;37.22720322;48.63362577;49.54246789;434.6134039;132.9152935;166.780383;93.7662285;92.65377739;79.2819967;14.90266049;21.54334337;23.42867256;29.46767673;35.58191982;44.7746056;170.4629785;157.7528752;136.2292792;90.53225056;99.75825288;77.30769073;21.18626108;26.34752054;27.08536113;31.80581889;49.6969631;46.78777271;154.7954701;142.1789331;171.7600756
2009;4;28;90.74187002;97.71694667;73.45231199;20.87794546;21.64663524;28.74108283;29.52508273;42.16951052;49.27635401;150.9491827;157.1516607;118.6720709;106.662246;98.92537965;82.86556275;26.31962759;23.78836478;22.05372681;28.69986231;43.97755077;45.87487226;395.0090712;162.6024709;108.9889356;101.5378505;97.35397469;85.85252887;23.54582069;26.2517087;27.61561986;26.42525138;44.86944022;48.08057617;159.2176308;172.9312046;84.43994517;99.8630968;91.66564951;79.45448942;20.75075762;18.16669455;21.58786828;25.99073204;44.10216019;48.77679305;142.6974401;184.7288502;109.0778438
2009;5;29;110.34494;100.3729254;84.78157574;8.320851394;23.72382973;25.5007959;20.36293836;50.88298718;36.62573202;126.759218;171.2575602;102.5691481;109.0097904;97.86084885;78.23119227;23.59378506;8.877291997;29.62397535;20.3589579;42.65112157;48.03539507;383.0839181;168.8690389;78.45254945;103.9566412;103.1693522;82.04830417;5.243190393;17.54304939;29.04052325;25.09064176;44.26188689;41.41690975;124.9737588;154.3009696;118.2329474;97.20121207;98.64068359;87.48597556;17.5217593;13.10851401;22.52933429;25.41458375;42.52047898;34.05038887;124.9074883;178.5495864;70.20444046
2009;6;30;101.3505296;103.9375703;82.52020154;21.4612935;20.73955712;24.56996681;19.17240015;39.94688761;38.48836019;115.7760212;114.849246;103.1487557;102.2627677;109.7401245;79.11707363;10.54798504;19.25944204;15.1912808;26.60090952;39.63490277;38.58984482;375.6745129;127.1911598;130.8963611;103.7994215;93.62327486;92.10908916;13.55602436;7.793751569;32.10513872;28.41075411;43.23059986;42.71011581;105.4824338;95.26559489;126.3171639;102.2606307;95.33708789;74.50920762;13.65755923;13.94703837;24.85707057;27.65991808;41.31320347;41.55627388;120.943548;125.6744474;111.3032032
2009;7;31;105.0634435;108.1778279;81.77020408;17.27227391;20.04966371;15.62034022;25.88821054;37.79510295;22.1782426;90.42305002;66.65216726;119.0353065;103.5139668;115.9360279;70.30332838;11.37716066;25.05538973;22.52640561;25.94256632;34.79071359;34.58775529;355.8501171;33.56884568;112.5845487;99.40612943;101.1738276;83.41193395;6.598153146;31.4270598;18.64129873;26.87779377;40.09580312;37.51221828;101.1030161;52.5752496;167.7183585;102.3687665;106.3615886;72.67027485;13.81236269;21.3884607;18.29600971;27.00648443;37.91891788;33.94036909;104.640042;33.62820114;135.049223
2009;8;32;95.249139;103.8763299;74.93092817;9.264968599;14.59523429;26.70233641;17.51958075;35.02718183;33.14649961;105.4184364;88.68334156;102.5547298;109.2389829;97.56907622;82.77432755;13.93913098;17.52459002;16.86193144;24.10046156;41.46513884;38.32877086;367.5696787;69.11534415;104.9232163;99.07347707;111.2496436;84.51982864;17.56290384;24.87523244;24.47865708;21.80574111;40.82020885;39.72307225;89.41530567;94.20495779;126.3095652;95.98922656;103.3901536;81.23275892;12.96765383;23.77342478;12.34878771;21.52566895;34.46556766;44.67509557;87.9792072;92.12567233;127.6704796
2009;9;33;113.240257;101.6614634;84.79959951;13.58461111;8.499026171;8.365670939;16.17031613;43.9957439;30.09147175;92.62830745;126.9934344;80.77089643;107.7596971;102.440021;80.09198892;11.85371307;16.04395278;14.56705734;20.64810091;40.24786669;31.83091385;351.7469771;146.9576293;88.99408267;107.717112;102.9300881;80.92469315;5.455700345;19.39106123;11.29497841;24.70289676;38.82780462;34.57400439;93.1156826;145.5257958;71.23171053;101.3214803;105.9028037;75.13632987;13.02625284;20.83911577;24.97233338;21.64273282;39.39399572;39.3118701;85.21885433;135.5093845;53.97089
2009;10;34;106.5870026;99.03343479;86.99064316;15.4245912;13.37777069;21.33185412;16.26686019;32.34925856;34.40102692;128.4652604;106.133534;83.92419651;105.6663252;107.4139491;80.0901701;13.8832655;14.0091482;20.2633999;25.67481507;36.64770485;48.50176073;345.4844138;103.0055914;90.47285805;104.2627748;103.2544855;87.78493596;3.81732662;15.41147386;23.51321765;18.81146405;44.77428639;37.79169101;118.5472438;110.9230277;104.1478324;101.6548962;102.9019874;82.54770083;20.18098522;19.87932409;17.78835492;21.97119548;40.98098737;34.81045283;120.1314866;109.8310837;74.05231118
2009;11;35;114.8254825;115.0083043;100.6734259;11.71199702;16.87402498;11.38198719;18.52734932;39.42356269;46.13875052;143.8902402;105.4647925;132.2202971;108.747524;109.0360567;99.72312217;21.38778058;19.30000645;28.68124316;20.26158815;39.45466284;43.34191466;356.6960319;120.8692684;91.90499559;118.7338024;111.6435353;96.91449894;4.690483691;4.291000232;15.00802465;21.74725233;45.39645588;44.5057427;108.3271142;109.3687017;80.92402566;110.0851838;120.9217033;96.07490697;16.29072749;19.69732475;28.08764675;24.46115848;37.35901038;48.01936452;115.8143542;96.34442333;111.2026663
2009;12;36;117.5805012;126.8916627;97.63709738;16.70339002;21.66222155;26.09883228;27.93689582;40.56688375;47.07473071;149.3919924;198.5027691;184.6178346;126.9505497;117.6534745;95.8367957;24.43866665;27.99798637;25.39709344;31.84523293;39.9040747;52.63135872;367.1887097;187.7929208;219.5735724;123.6671331;125.1452916;104.8201061;16.45143119;21.88715692;23.15616704;32.10194954;43.85836072;42.0417004;149.3677285;188.7789911;165.9294575;127.0839675;117.5783314;105.6414184;24.69694557;25.65952462;21.13414336;22.65142906;39.8738768;48.31504818;152.666884;162.6454312;188.3880294
2010;1;37;128.7259799;133.5930208;109.8242953;17.45084221;33.50132203;23.81378365;31.04716282;48.32415274;42.99006579;164.1212894;210.1698985;243.1977203;134.8150939;123.9467249;116.4308163;30.03213446;33.3677514;32.24157565;27.59988491;52.85129418;50.56387365;381.8985361;212.592622;238.4631193;134.5516349;142.4578344;108.8298067;30.51851962;31.24631565;38.27855435;34.06894039;49.55516187;48.75323071;152.9119615;215.7326999;220.2096807;138.3335035;123.2580211;102.3056648;25.10988028;33.5621502;35.86938097;32.76687712;48.03010044;47.88790641;162.1918764;229.4437868;238.1473825
2010;2;38;140.5923309;142.0166524;112.1218373;23.41724147;33.46540227;33.21712579;27.57511351;54.46991337;49.78213639;141.2569338;226.7789254;237.2182688;151.3167402;136.2724808;118.2667195;26.6072488;21.84529723;30.69069633;29.62176734;44.72111535;42.7916259;412.0251914;213.4698457;232.0428466;139.2078235;132.7682587;110.6723097;30.4304279;25.27180692;35.41563272;38.70976743;46.11647635;55.59742468;158.1313285;197.1700204;246.3722904;143.7426395;135.5519729;117.1057383;23.57156196;30.05791402;41.63269643;36.21329536;54.16804479;48.93709123;170.353363;197.4803017;271.5823671
2010;3;39;144.3504666;145.7642103;114.0664635;23.20489921;34.2759229;21.58042818;38.99903233;54.14149246;45.24265219;154.2609125;168.3656144;171.8090202;145.3646181;139.242557;114.4061045;25.04533022;27.53020108;28.14281469;35.64510005;46.44135457;46.05464902;366.9483047;122.6772819;174.5689631;140.4423426;143.4247565;119.4900215;22.38936173;27.01138614;17.1142059;36.57097552;46.20131111;45.80762202;155.8074489;161.1276911;201.8842628;142.7687709;151.0638041;118.3930597;25.08780445;31.10548359;24.14569765;36.15097258;52.44814697;51.50302136;150.2424749;151.4690686;181.5709483
2010;4;40;149.5482296;141.1015352;125.6775333;23.80701667;20.91551638;17.17573728;34.73749739;54.48722854;51.02789487;134.8969486;188.8955039;134.0483645;144.0821641;141.5232696;119.7856618;29.79760918;26.69859938;25.04389234;27.32378069;46.09620863;51.09421365;344.7273634;200.3051803;132.9436669;146.7049436;147.990885;115.6820462;25.39809076;17.07563329;27.89433999;26.39907745;45.64540843;56.14177654;150.1783131;189.2933996;146.5123761;146.4018482;137.398062;121.5974878;21.67481585;22.18808739;27.12430876;27.67961055;49.04509909;60.21369514;148.6881825;198.7853295;134.786406
2010;5;41;148.5151203;140.9628887;112.3320161;24.13778728;23.29479616;24.8922555;31.58299258;49.99945739;49.84864963;122.4345393;208.4318943;129.4279639;147.2875436;151.0501776;129.6839379;16.08332617;21.50395474;38.87292498;31.47377765;50.67320197;43.95191243;317.7315155;218.9992857;154.9912943;147.7716887;143.9109611;115.8677142;25.13289021;31.38319368;20.83183119;28.16644295;48.90939655;49.76114339;111.818118;206.4539458;146.0111816;147.5547079;151.2667624;120.3997142;22.18932549;28.54726572;33.02657816;30.62522773;48.31356946;51.07650116;122.9547211;200.9109548;142.9092735
2010;6;42;140.6378372;140.1450966;122.7368108;17.08016421;22.95857477;28.83919273;24.412931;47.92446115;53.13491286;83.12325653;130.1757693;149.9607423;142.3311276;150.0319206;119.6585082;16.98500328;20.11362983;27.31216134;27.655392;53.35869452;56.42434174;318.4054164;137.7036786;126.1465706;145.7814121;146.7528265;121.8445123;28.26316075;21.01235607;22.60030257;30.3337127;54.14205773;45.10578057;104.912437;127.2810997;111.2558124;153.8747419;143.9911708;113.1781164;19.49402372;25.73641934;26.41772637;27.65031189;45.00405169;46.64237693;111.8215507;130.3551765;163.2533056
2010;7;43;133.1507217;143.2281456;117.1898781;15.18546571;24.73534041;19.4519835;25.45725212;49.3465259;46.11986557;92.12359062;89.92208616;159.5926785;143.4546575;145.7832564;118.0864678;25.66960882;16.00859106;20.09697318;31.49975981;41.92166957;52.98766208;300.065771;77.37364438;156.199584;138.2744497;150.3701493;104.0645294;9.423250735;15.8757366;14.45736758;28.66892311;45.5915098;47.66141415;105.601587;69.93418193;170.9065728;140.4468568;153.4269137;115.6266559;21.07268666;26.80786166;19.79348674;33.07617437;47.96027227;41.71316263;86.50390943;73.96526284;196.6363047
2010;8;44;144.229772;143.1415336;110.3602679;11.43563687;22.11830185;12.84511816;29.47278768;38.15994116;49.46823706;97.14195664;126.2290115;157.9964086;138.4738828;138.6141491;107.4654211;26.17937509;22.95256417;27.09992591;27.25699591;42.19100919;38.27323168;284.5064461;121.055437;141.1173041;142.1367294;142.1006697;110.7890254;10.01046317;26.45377336;11.12500071;32.61137257;35.24581044;37.36734705;97.73491505;137.850384;146.3911774;142.9403768;146.827965;111.4827408;20.1301656;22.89984307;21.37372785;34.1359977;44.99723968;46.05817619;98.07931868;136.6521479;146.1341177
2010;9;45;139.1096698;140.105805;124.2138583;24.40706614;22.07495809;20.29893093;23.89524483;45.59792066;43.97886431;104.0664004;175.0747661;101.8932647;142.1229984;146.4774783;113.2927582;18.00066842;24.42568702;25.61953554;30.10751981;50.529216;45.18421996;304.0797908;164.4015792;122.4230278;145.8287167;140.1566913;117.9432231;6.030269882;26.26104587;15.63370596;24.78625228;43.5936962;38.16459836;118.3670569;143.2145274;111.6802926;147.8542019;135.5200941;115.7665944;21.76677309;26.92803439;22.65087469;20.97605375;48.11052766;35.8075554;74.21845756;154.232018;134.8719095
2010;10;46;139.339215;128.5957225;117.1017846;24.85720614;21.3249893;26.50931961;13.60789492;45.04720457;33.83779968;115.2933724;162.5298926;118.7334334;146.0345508;145.8423465;119.718033;17.20008881;17.14371759;25.89649499;21.88816791;40.42549223;43.70860965;298.7204971;155.7006355;126.4103887;144.8752435;143.6841852;119.6337479;17.89149488;29.35387227;33.1936167;18.10234931;45.25566975;41.19745578;109.3214789;165.1648844;130.6370034;155.9246734;140.4206578;114.3106243;24.04819422;13.12649987;22.78562245;19.73584281;49.61872137;47.23049797;102.8600715;146.264013;147.8910621
